Id,Burg,Province,Province Full Name,State,State Full Name,Culture,Religion,Group,Population,X,Y,Latitude,Longitude,Elevation (ft),Temperature,Temperature likeness,Capital,Port,Citadel,Walls,Plaza,Temple,Shanty Town,Emblem,Preview link
1211,Mernan,Tuzara,Tuzara County,Vuyurt,Vuyurt Khaganate,Yotunn (Giants),Witnesses of Elloragh,town,4234,1016.08,591.23,21.04,16.51,52,73°F,Rio de Janeiro (Brazil),,port,,,,,,{t1:or;division:{division:perPale;t:purpure;line:wavy};charges:[{charge:dolphin;t:sable;p:e;t2:sable;size:1.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Mernan&population=4234&size=22&seed=5642600451211&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural&sea=0.61
1212,Nuhalfod,Nardis,Nardis County,Toza,Tozan Empire,Yotunn (Giants),Yotunn (Giants)ism,town,2909,648.73,684.01,15.45,-5.66,840,75°F,Dakar (Senegal),,,,,,,,{t1:azure;ordinaries:[{ordinary:bordure;t:argent}];charges:[{charge:rustre;t:azure;p:ABCDEFGHIJKL;t2:azure;t3:argent;size:0.18};{charge:catPassantGuardant;t:argent;p:e;size:1.1}];shield:pavise},https://watabou.github.io/city-generator/?name=Nuhalfod&population=2909&size=19&seed=5642600451212&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
1213,Narbiln,Dizenta,Dizenta County,Toza,Tozan Empire,Yotunn (Giants),Yotunn (Giants)ism,fort,463,684.98,738.69,12.15,-3.47,1312,75°F,Dakar (Senegal),,,citadel,,,,,{t1:azure;ordinaries:[{ordinary:mount;t:argent}];charges:[{charge:plough;t:argent;p:bdf;t2:or;size:0.5}];shield:pavise},null
1214,Uktharb,Szotie,Szotie County,Toza,Tozan Empire,Khazadur (Dwarven),Khazadur (Dwarven) Deities,town,2859,109.41,711.68,13.78,-38.2,5515,59°F,Rome (Italy),,,,,,,,{t1:gules;division:{division:perCross;t:argent;line:straight};charges:[{charge:arbalest;t:or;p:jo;t2:or;t3:or;divided:counter;size:0.7}];shield:erebor},https://watabou.github.io/city-generator/?name=Uktharb&population=2859&size=19&seed=5642600451214&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
1215,Naric,Hlaugref,Hlaugref County,Ortarith,Duchy of Ortarith,Yotunn (Giants),Witnesses of Elloragh,town,4097,1082.07,555.58,23.19,20.49,210,72°F,Guangzhou (China),,,,,,,,{t1:or;charges:[{charge:rustre;t:gules;p:abc;size:0.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Naric&population=4097&size=22&seed=5642600451215&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
1216,Dizirkila,Wyle,Wyle Margrave,Toza,Tozan Empire,Yotunn (Giants),Witnesses of Elloragh,village,905,874.56,692.5,14.94,7.97,840,73°F,Rio de Janeiro (Brazil),,,,,,,,{t1:sable;charges:[{charge:grapeBunch;t:or;p:e;t2:or;t3:argent;size:1.5}];shield:pavise},https://watabou.github.io/village-generator/?pop=905&name=Dizirkila&seed=5642600451216&width=1000&height=488&style=default&tags=river%2Chighway%2Cno+square%2Cdense
1217,Galfondgiz,Aerorarak,Aerorarak Earldom,Toza,Tozan Empire,Yotunn (Giants),Witnesses of Elloragh,town,2238,960.93,731.54,12.58,13.18,1184,75°F,Dakar (Senegal),,,,,,,,{t1:argent;ordinaries:[{ordinary:chevron;t:vert}];shield:pavise},https://watabou.github.io/city-generator/?name=Galfondgiz&population=2238&size=18&seed=5642600451217&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
1218,Bilbundu,Szotie,Szotie County,Toza,Tozan Empire,Khazadur (Dwarven),Khazadur (Dwarven) Deities,town,4637,108.81,727.51,12.82,-38.23,2953,72°F,Guangzhou (China),,,citadel,,,,,{t1:counterPotent-or-gules-smaller;ordinaries:[{ordinary:fess;t:purpure;line:straight}];charges:[{charge:lanceWithBanner;t:or;p:def;t2:or;t3:sable;size:0.5}];shield:erebor},https://watabou.github.io/city-generator/?name=Bilbundu&population=4637&size=23&seed=5642600451218&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
1219,Druledlaug,Aerorarak,Aerorarak Earldom,Toza,Tozan Empire,Yotunn (Giants),Witnesses of Elloragh,village,1563,996.66,739.01,12.13,15.34,1736,75°F,Dakar (Senegal),,,,,,,,{t1:purpure;charges:[{charge:archer;t:or;p:e;t2:or;t3:or;size:1.5}];shield:pavise},https://watabou.github.io/village-generator/?pop=1563&name=Druledlaug&seed=5642600451219&width=1600&height=780&style=default&tags=dead+end%2Cno+square%2Cdense
1220,Dinyle,Dizenta,Dizenta County,Toza,Tozan Empire,Yotunn (Giants),Yotunn (Giants)ism,village,1028,723.93,704.64,14.2,-1.12,2759,68°F,Alexandria (Egypt),,,,,,,,{t1:azure;charges:[{charge:arrowsSheaf;t:argent;p:e;t2:argent;t3:argent;size:1.5}];shield:pavise},https://watabou.github.io/village-generator/?pop=1028&name=Dinyle&seed=5642600451220&width=1400&height=683&style=default&tags=river%2Cdead+end%2Cno+square%2Cdense
1221,Managlothviing,Sumnolinbia,Sumnolinbia County,Sarprakeli,Sarprakelian Khaganate,Rake (Drakonic),Rake (Drakonic) Deities,village,1116,1276.36,102.53,50.52,32.21,472,39°F,Reykjavik (Iceland),,,,,,,,{t1:gules;ordinaries:[{ordinary:pale;t:or;line:nowyReversed}];charges:[{charge:bell;t:gules;p:e;t2:gules;size:0.7}];shield:fantasy2},https://watabou.github.io/village-generator/?pop=1116&name=Managlothviing&seed=5642600451221&width=1400&height=683&style=snow&tags=river%2Cdead+end%2Cno+square%2Cdense
1222,Shathiz,Varkanzar,Varkanzar Margrave,Toza,Tozan Empire,Khazadur (Dwarven),Neverchism,village,1581,287.89,565.09,22.62,-27.43,3153,61°F,Dubrovnik (Croatia),,,,,,,,{t1:or;division:{division:perCross;t:gules;line:angled};charges:[{charge:scissors2;t:vert;p:jo;size:0.7}];shield:erebor},https://watabou.github.io/village-generator/?pop=1581&name=Shathiz&seed=5642600451222&width=1600&height=780&style=default&tags=dead+end%2Cuncultivated%2Cno+square%2Cdense
1223,Ondakh,Ergontal,Ergontal County,Sarprakeli,Sarprakelian Khaganate,Dulandir (Human),Dulandir (Human) Druids,village,1561,1462.45,116.39,49.68,43.44,30,43°F,Stockholm (Sweden),,port,,,plaza,,,{t1:or;division:{division:perChevron;t:sable;line:straight};charges:[{charge:roundel;t:azure;p:e;divided:counter;size:1.5}];shield:easterling},https://watabou.github.io/village-generator/?pop=1561&name=Ondakh&seed=5642600451223&width=1600&height=780&style=default&tags=coast%2Chighway%2Cfarmland%2Cdense
1224,Aydilka,New Buyburdi,New Buyburdi Colony,Vuyurt,Vuyurt Khaganate,Rohand (Human),Witnesses of Elloragh,town,6087,893.08,572.69,22.16,9.09,13,72°F,Guangzhou (China),,,,,,,,{t1:argent;ordinaries:[{ordinary:chevronReversed;t:purpure}];charges:[{charge:roundel2;t:azure;p:b;size:0.5}];shield:round},https://watabou.github.io/city-generator/?name=Aydilka&population=6087&size=26&seed=5642600451224&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
1225,Cen'tirgek,Gralas,Gralas Earldom,Vuyurt,Vuyurt Khaganate,Aj'Snaga (Serpents),Witnesses of Elloragh,city,14058,900.16,245.88,41.87,9.51,13,50°F,London (England),,,,walls,plaza,,,{t1:sable;charges:[{charge:triangle;t:argent;p:jln;size:0.7}];shield:fantasy1},https://watabou.github.io/city-generator/?name=Cen%27tirgek&population=14058&size=35&seed=5642600451225&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1&style=natural
1226,Khovs,Ergontal,Ergontal County,Sarprakeli,Sarprakelian Khaganate,Dulandir (Human),Monkhan Sect,town,4787,1467.05,173.63,46.23,43.72,472,45°F,Montreal (Canada),,,,,,,,{t1:azure;ordinaries:[{ordinary:pale;t:or;line:seaWaves}];charges:[{charge:column;t:or;p:y;size:0.5}];shield:easterling},https://watabou.github.io/city-generator/?name=Khovs&population=4787&size=23&seed=5642600451226&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
1227,Nehelmwall,Bocano,Bocano County,Yaryurt,Yaryurt Horde,Dail (Human),Neverchism,town,8261,542.31,256.37,41.24,-12.08,554,50°F,London (England),,,citadel,,,,,{t1:or;ordinaries:[{ordinary:chevron;t:gules}];charges:[{charge:mallet;t:or;p:h;t2:vert;size:0.5}];shield:roman},https://watabou.github.io/city-generator/?name=Nehelmwall&population=8261&size=29&seed=5642600451227&river=0&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
1228,Aruktharga,Turaz,Turaz County,Toza,Tozan Empire,Khazadur (Dwarven),Khazadur (Dwarven) Deities,town,4734,314.27,770.02,10.26,-25.84,7248,52°F,Antwerp (Belgium),,,,,,,,{t1:azure;charges:[{charge:archer;t:argent;p:abc;t2:argent;t3:argent;size:0.5}];shield:erebor},https://watabou.github.io/city-generator/?name=Aruktharga&population=4734&size=23&seed=5642600451228&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
1229,Deerchstal,Knighia,Knighia County,Staglenia,Kingdom of Staglenia,Anor (Human),Neverchism,town,8419,437.54,158.27,47.15,-18.4,397,43°F,Stockholm (Sweden),,,,,,,,{t1:chequy-argent-azure;ordinaries:[{ordinary:chevron;t:sable}];shield:fantasy5},https://watabou.github.io/city-generator/?name=Deerchstal&population=8419&size=29&seed=5642600451229&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
1230,Balairene,Barynia,Barynia County,Sarprakeli,Sarprakelian Khaganate,Dulandir (Human),Witnesses of Elloragh,village,1129,1302.4,402.51,32.42,33.78,2572,52°F,Antwerp (Belgium),,,,,,,,{t1:argent;division:{division:perCross;t:sable;line:embattledGhibellin};charges:[{charge:crossHummetty;t:purpure;p:e;size:1.5}];shield:easterling},https://watabou.github.io/village-generator/?pop=1129&name=Balairene&seed=5642600451230&width=1400&height=683&style=default&tags=highway%2Cno+square%2Cdense
1231,Turaz,Turaz,Turaz County,Toza,Tozan Empire,Khazadur (Dwarven),Khazadur (Dwarven) Deities,town,5414,315.03,752.23,11.33,-25.79,9216,46°F,Prague (Czechia),,,,,,,,{t1:azure;charges:[{charge:crossLatin;t:or;p:e;size:1.5}];shield:erebor},https://watabou.github.io/city-generator/?name=Turaz&population=5414&size=25&seed=5642600451231&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
1232,Ruzg,Gegrod,Gegrod County,Vuyurt,Vuyurt Khaganate,Uruk (Orkish),Witnesses of Elloragh,village,1071,823.58,121.22,49.39,4.89,840,39°F,Reykjavik (Iceland),,,,,,,,{t1:or;ordinaries:[{ordinary:pall;t:gules}];charges:[{charge:raven;t:sable;p:BCKFEILGJbdmfo;t2:gules;size:0.18}];shield:urukHai},https://watabou.github.io/village-generator/?pop=1071&name=Ruzg&seed=5642600451232&width=1400&height=683&style=snow&tags=highway%2Cno+square%2Cdense
1233,Ordeman,Khayan,Khayan County,Sarprakeli,Sarprakelian Khaganate,Dulandir (Human),Witnesses of Elloragh,town,2433,1192.09,302.82,38.44,27.13,210,55°F,Milan (Italy),,,,,,,,{t1:argent;charges:[{charge:mullet6;t:vert;p:e;size:1.5}];shield:easterling},https://watabou.github.io/city-generator/?name=Ordeman&population=2433&size=18&seed=5642600451233&river=1&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
1234,Kart,Banovakeli,Banovakeli Captaincy,Bocyurt,Beylik of Bocyurt,Rohand (Human),Neverchism,town,3231,647.3,226.2,43.06,-5.74,1063,46°F,Prague (Czechia),,,,,,,,{t1:sable;ordinaries:[{ordinary:fess;t:or;line:dancetty}];charges:[{charge:lanceWithBanner;t:gules;p:def;t2:gules;t3:or;size:0.5}];shield:round},https://watabou.github.io/city-generator/?name=Kart&population=3231&size=20&seed=5642600451234&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
1235,Alprak,Buyurt,Buyurt County,Ortarith,Duchy of Ortarith,Rohand (Human),Witnesses of Elloragh,village,874,1099.64,453.4,29.36,21.55,266,63°F,Lisbon (Portugal),,,,walls,,,,{t1:azure;charges:[{charge:crossClechy;t:argent;p:e;size:1.5}];shield:round},https://watabou.github.io/village-generator/?pop=874&name=Alprak&seed=5642600451235&width=1000&height=488&style=default&tags=river%2Cisolated%2Cno+square%2Cpalisade%2Cdense
1236,Bagalgi,Ulaan,Ulaan County,Sarprakeli,Sarprakelian Khaganate,Dulandir (Human),Monkhan Sect,village,1580,1336.69,121.97,49.34,35.85,328,41°F,Harbin (China),,,,,,,,{t1:azure;charges:[{charge:donkeyHeadCaboshed;t:argent;p:e;t2:argent;size:1.5}];shield:easterling},https://watabou.github.io/village-generator/?pop=1580&name=Bagalgi&seed=5642600451236&width=1600&height=780&style=snow&tags=dead+end%2Cno+square%2Cdense
1237,Apjiph,Krakkaj'tak,Krakkaj'tak Province,Sazyurt,Republic of Sazyurt,Aj'Snaga (Serpents),Witnesses of Elloragh,town,4976,969.6,145.3,47.94,13.7,266,43°F,Stockholm (Sweden),,,,,,,,{t1:or;charges:[{charge:elephantHeadErased;t:azure;p:e;t2:gules;size:1.5}];shield:fantasy1},https://watabou.github.io/city-generator/?name=Apjiph&population=4976&size=24&seed=5642600451237&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
1238,Shrouresho,Balefalls,Balefalls County,Grirongria,Duchy of Grirongria,Dail (Human),Neverchism,town,6177,487.89,254.51,41.35,-15.36,554,50°F,London (England),,,,,,,,{t1:or;charges:[{charge:grenade;t:azure;p:e;t2:azure;size:1.5}];shield:roman},https://watabou.github.io/city-generator/?name=Shrouresho&population=6177&size=26&seed=5642600451238&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
1239,Zrul,Khar,Khar County,Staglenia,Kingdom of Staglenia,Uruk (Orkish),Neverchism,city,14458,433.4,142.27,48.12,-18.65,472,43°F,Stockholm (Sweden),,,,,plaza,,,{t1:fretty-argent-gules;division:{division:perCross;t:barryBendy-azure-or;line:straight};ordinaries:[{ordinary:label;t:vert}];shield:urukHai},https://watabou.github.io/city-generator/?name=Zrul&population=14458&size=36&seed=5642600451239&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&style=natural
1240,Zinez,Kilnarg,Kilnarg Earldom,Toza,Tozan Empire,Yotunn (Giants),Yotunn (Giants)ism,town,4774,455.67,504.3,26.29,-17.31,210,68°F,Alexandria (Egypt),,port,,,plaza,,,{t1:or;division:{division:chevronny;t:sable};charges:[{charge:mullet6Pierced;t:azure;p:e;divided:counter;size:1.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Zinez&population=4774&size=23&seed=5642600451240&river=0&coast=1&farms=0&citadel=0&urban_castle=0&hub=true&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&style=natural&sea=1.27
1241,Kinylera,Guleddam,Guleddam Earldom,Toza,Tozan Empire,Yotunn (Giants),Witnesses of Elloragh,town,3046,1033.81,673.54,16.08,17.58,328,77°F,Miami (USA),,,,,,,,{t1:azure;division:{division:perCross;t:argent;line:wavy};charges:[{charge:castle;t:or;p:j;t2:or;size:0.6};{charge:sword;t:azure;p:l;size:0.6};{charge:heart;t:gules;p:m;size:0.6};{charge:arrow;t:or;p:o;size:0.6}];shield:pavise},https://watabou.github.io/city-generator/?name=Kinylera&population=3046&size=20&seed=5642600451241&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
1242,Dirakege,Garic,Garic County,Toza,Tozan Empire,Yotunn (Giants),Yotunn (Giants)ism,village,1931,711.99,660.51,16.87,-1.84,1588,73°F,Rio de Janeiro (Brazil),,,,,,,,{t1:gules;charges:[{charge:cock;t:argent;p:e;t2:argent;t3:or;size:1.5}];shield:pavise},https://watabou.github.io/village-generator/?pop=1931&name=Dirakege&seed=5642600451242&width=1600&height=780&style=default&tags=highway%2Cno+square%2Cdense
1243,Khakinb,Narabaharb,Narabaharb County,Toza,Tozan Empire,Khazadur (Dwarven),Khazadur (Dwarven) Deities,village,581,223.59,677.97,15.81,-31.31,2572,72°F,Guangzhou (China),,,,,,,,{t1:argent;division:{division:perPale;t:masoned-or-gules;line:straight};charges:[{charge:pique;t:sable;p:e;divided:field;size:1.5};{charge:porcupine;t:purpure;p:e;divided:division;size:1.5}];shield:erebor},https://watabou.github.io/village-generator/?pop=581&name=Khakinb&seed=5642600451243&width=1000&height=488&style=default&tags=highway%2Cuncultivated%2Cno+square%2Cdense
1244,Shizdushund,Szotie,Szotie County,Toza,Tozan Empire,Khazadur (Dwarven),Khazadur (Dwarven) Deities,village,743,148.5,750.88,11.41,-35.84,1736,72°F,Guangzhou (China),,,,,,,,{t1:or;ordinaries:[{ordinary:cross;t:azure;line:straight}];charges:[{charge:chalice;t:argent;p:behdf;t2:argent;size:0.3}];shield:erebor},https://watabou.github.io/village-generator/?pop=743&name=Shizdushund&seed=5642600451244&width=1000&height=488&style=default&tags=river%2Chighway%2Cno+square%2Cdense
1245,Vigkeliz,Ven'tar,Ven'tar County,Ortarith,Duchy of Ortarith,Yotunn (Giants),Witnesses of Elloragh,village,570,1050.18,534.94,24.44,18.56,266,68°F,Alexandria (Egypt),,,,,,,,{t1:ermine-argent-sable;division:{division:perPale;t:gules;line:straight};ordinaries:[{ordinary:chevronReversed;t:azure}];shield:pavise},https://watabou.github.io/village-generator/?pop=570&name=Vigkeliz&seed=5642600451245&width=1000&height=488&style=default&tags=highway%2Cno+square%2Cdense
1246,Gluth,Britthgro,Britthgro Prefecture,Pudrock,Republic of Pudrock,Yotunn (Giants),Neverchism,town,2547,259.99,370.14,34.38,-29.11,2051,52°F,Antwerp (Belgium),,,,,,,,{t1:or;charges:[{charge:crescent;t:gules;p:abcpqh;size:0.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Gluth&population=2547&size=18&seed=5642600451246&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
1247,Grizen,Widzirkun,Widzirkun County,Toza,Tozan Empire,Yotunn (Giants),Neverchism,town,2710,298.72,414.91,31.68,-26.78,643,61°F,Dubrovnik (Croatia),,,,,,,,{t1:argent;charges:[{charge:lanceHead;t:purpure;p:jln;size:0.7}];shield:pavise},https://watabou.github.io/city-generator/?name=Grizen&population=2710&size=19&seed=5642600451247&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
1248,Cloudholder,Oldge,Oldge Landgrave,Staglenia,Kingdom of Staglenia,Anor (Human),Neverchism,village,1305,457.22,195.92,44.88,-17.21,738,46°F,Prague (Czechia),,,,,,,,{t1:gules;charges:[{charge:fleurDeLis;t:argent;p:behdf;size:0.4}];shield:fantasy5},https://watabou.github.io/village-generator/?pop=1305&name=Cloudholder&seed=5642600451248&width=1400&height=683&style=default&tags=river%2Cdead+end%2Cno+square%2Cdense
1249,Aharselibi,Dopuzliken,Dopuzliken County,Bocyurt,Beylik of Bocyurt,Rohand (Human),Neverchism,town,6571,736.62,232.13,42.7,-0.35,328,48°F,Copenhagen (Denmark),,,,,,,,{t1:bendy-argent-sable;division:{division:perPale;t:barry-argent-purpure-smaller;line:straight};charges:[{charge:crossErminee;t:gules;p:pq;divided:field;size:0.7};{charge:angel;t:vert;p:pq;divided:division;size:0.7}];shield:round},https://watabou.github.io/city-generator/?name=Aharselibi&population=6571&size=26&seed=5642600451249&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural
1250,Naless,Slalage,Slalage County,Vuyurt,Vuyurt Khaganate,Aj'Snaga (Serpents),Witnesses of Elloragh,town,5396,935.32,264.15,40.77,11.63,210,52°F,Antwerp (Belgium),,port,,,,,,{t1:azure;division:{division:perCross;t:or;line:embattledGrady};charges:[{charge:mullet10;t:argent;p:jl;size:0.7}];shield:fantasy1},https://watabou.github.io/city-generator/?name=Naless&population=5396&size=25&seed=5642600451250&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1&style=natural&sea=0.12
1251,Holder,Yereveli,Yereveli County,Grirongria,Duchy of Grirongria,Dail (Human),Neverchism,village,965,518.52,296.28,38.83,-13.51,266,52°F,Antwerp (Belgium),,,,,,,,{t1:or;charges:[{charge:cavalier;t:sable;p:e;t2:sable;t3:gules;size:1.5}];shield:roman},https://watabou.github.io/village-generator/?pop=965&name=Holder&seed=5642600451251&width=1000&height=488&style=default&tags=dead+end%2Cno+square%2Cdense
1252,Zhat,Rarnoci,Rarnoci Margrave,Toza,Tozan Empire,Arago (Arachnid),Neverchism,village,1328,168.75,408.36,32.07,-34.62,6943,37°F,Tromsø (Norway),,,,,,,,{t1:purpure;charges:[{charge:wolfHeadErased;t:argent;p:e;t2:argent;size:1.5}];shield:horsehead2},https://watabou.github.io/village-generator/?pop=1328&name=Zhat&seed=5642600451252&width=1400&height=683&style=snow&tags=highway%2Cno+square%2Cdense
